show_name,parent_category,middle_category,child_category,address,tel,google_url,latitude,longitude,google_place_id
居酒屋のんきや,飲食,居酒屋,居酒屋,渋谷区神泉町10ー2第5岡崎ビル1階,03-3462-1267,,35.655488,139.6930106,ElBKYXBhbiwg44CSMTUwLTAwNDUgVG9reW8sIFNoaWJ1eWEsIFNoaW5zZW5jaMWNLCAxMOKIku-8kiDnrKzvvJXlsqHltI7jg5Pjg6sgMemajiIgGh4KFgoUChIJJeWvElWLGGARUxUd2kMs61cSBDHpmo4
居酒屋ふくみ,飲食,居酒屋,居酒屋,渋谷区東3-25-3ライオンズプラザ恵比寿B 1,03-3400-7031,,35.6486733,139.7100055,ChIJ45llTteLGGARRP9Gm2v4QaI
居酒屋メッカ,飲食,居酒屋,居酒屋,渋谷区笹塚2-22-1松原ビル1階,03-3376-0081,,35.6737881,139.664242,Ejwx6ZqOLCAyLWNoxY1tZS0yMi0xIFNhc2F6dWthLCBTaGlidXlhLCBUb2t5byAxNTEtMDA3MywgSmFwYW4iIBoeChYKFAoSCWnRH0Aa8xhgEQoqf-Dv8NBHEgQx6ZqO
ITACHI,飲食,ステーキ・焼肉,ステーキ,渋谷区円山町1-3skビル　2F,03-3770-3315,,35.6566135,139.6943282,ChIJNddJdKqMGGARlGZAYj25kO8
イタチカクー,飲食,外国料理,イタリア料理,渋谷区桜丘町24-3インエステートビルB1,03-6886-2496,,35.6567222,139.7007801,ElJKYXBhbiwg44CSMTUwLTAwMzEgVG9reW8sIFNoaWJ1eWEsIFNha3VyYWdhb2thY2jFjSwgMjTiiJLvvJMg44OV44Ki44OD44OI77yR77yRIGIxIh4aHAoWChQKEgmZeJBlV4sYYBFIeGjJV7yDLxICYjE
イタリアン　 chim chim,飲食,外国料理,イタリア料理,渋谷区恵比寿南1-9-12ピトレスクビル1階,03-5722-5333,,35.645818,139.7091468,EmxKYXBhbiwg44CSMTUwLTAwMjIgVG9reW8sIFNoaWJ1eWEsIEViaXN1bWluYW1pLCAxLWNoxY1tZeKIkjniiJLvvJHvvJIg77yw77yp77y077y077yv77yy77yl77yz77yx77y177ylIDHpmo4iIBoeChYKFAoSCRcmQ2BAixhgEWxGATCBfeZxEgQx6ZqO
イタリアンレストランズッカ,飲食,外国料理,イタリア料理,渋谷区桜丘町10-4モドマルシェビル1階,03-6416-4384,,35.6543143,139.7024854,Ejox6ZqOLCAxMC00IFNha3VyYWdhb2thY2jFjSwgU2hpYnV5YSwgVG9reW8gMTUwLTAwMzEsIEphcGFuIiAaHgoWChQKEgnlhFNoWosYYBFmxZ5J0ckXdRIEMemajg
イタリアンレストランLIFE,飲食,外国料理,イタリア料理,渋谷区富ヶ谷1-9-19STビル1階,03-3467-3479,,35.6671825,139.689223,ChIJadbF2UzzGGARneqoEY_Y2-8
一堂,飲食,居酒屋,居酒屋,渋谷区千駄ヶ谷1-28-4,03-3402-5580,,35.6805435,139.7092275,ChIJOdEdn7-MGGAR9f13gq68Ilg
181cellar北参道,飲食,外国料理,イタリア料理,渋谷区千駄ヶ谷3-6-1ガレリア原宿1F,03-6447-5618,,35.6761062,139.7042424,ChIJ5UWpDLmMGGARx_M8eJ2WrSs
１８合同会社,飲食,居酒屋,居酒屋,渋谷区代々木1丁目58番7号ヴェラハイツ代々木店舗103,03-4400-8918,,35.6845484,139.7005906,ChIJWw_6cM-MGGARCXtCuTkhjPQ
いちひく,飲食,日本料理,その他,渋谷区神宮前2-20-121FーB号,03-3403-8188,,35.6736057,139.7109231,ChIJGaqF_JeMGGARFyzTQj_kjX8
一食,飲食,日本料理,その他,渋谷区西原1-7-8ツインパレスK1 101,03-6873-9120,,35.6738786,139.6817356,Ej5rMSwxMDEsIDEtY2jFjW1lLTctOCBOaXNoaWhhcmEsIFNoaWJ1eWEsIFRva3lvIDE1MS0wMDY2LCBKYXBhbiIiGiAKFgoUChIJjdrMaTfzGGARCu4oAoVpmG8SBmsxLDEwMQ
いっぷく処　浅葱,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区猿楽町2-11氷川ビル401号室,03-6416-5475,,35.6533025,139.7045199,EkxKYXBhbiwg44CSMTUwLTAwMzMgVG9reW8sIFNoaWJ1eWEsIFNhcnVnYWt1Y2jFjSwgMuKIku-8ke-8kSDmsLflt53jg5Pjg6sgNDAxIh8aHQoWChQKEgmdFxoYW4sYYBGBxjMPxmKzmxIDNDAx
いづまるキッチン,飲食,日本料理,その他,渋谷区代々木3-13-1スマイルヨヨギ1A,080-6523-7718,,35.6840176,139.6949421,ChIJZ1-bRvKNGGARbry4omqguC4
イドコロネ,飲食,居酒屋,ダイニング・バー,渋谷区本町2-33-2初台ワールドマンション2階,080-6868-0504,,35.6840808,139.6824833,ChIJs3WZTMzzGGARV2qfDmjRFWA
イナホノシズク,飲食,居酒屋,居酒屋,渋谷区初台1-11-15南洋ビル1-A,03-5350-2608,,35.6795818,139.6868501,ChIJy66rMzLzGGARaoRDw7SS0mM
イナホノシズク二号店,飲食,居酒屋,居酒屋,渋谷区初台1-37-1光ビル1F,03-3377-7737,,35.6802815,139.6867404,Ek1KYXBhbiwg44CSMTUxLTAwNjEgVG9reW8sIFNoaWJ1eWEsIEhhdHN1ZGFpLCAxLWNoxY1tZeKIkjM34oiS77yRIOWFieODk-ODqyAxZiIeGhwKFgoUChIJY6q9PDLzGGARdzgg1ZSz2ZsSAjFm
今尽,飲食,日本料理,その他,渋谷区広尾3-1-26,03-3498-4600,,35.6568969,139.7144541,ChIJBwpcMWaLGGARsqGGsnkvxSE
イルプレージョ,飲食,外国料理,イタリア料理,渋谷区上原1-17-7フレニティハウス2F,03-6407-1271,,35.6689867,139.682563,ChIJlwhiXEjzGGARoJKQ9NaalHE
いわて屋,飲食,居酒屋,居酒屋,渋谷区千駄ヶ谷3-16-17NOCE KITASANDO 1F,03-6825-4033,,35.6783688,139.7055537,ChIJhZw22riMGGARF95drS3lJ2A
InG,飲食,居酒屋,ダイニング・バー,渋谷区本町2-43-4ヴァーチェストーンハウス1A,090-2757-1276,,35.6845916,139.6840286,EmhKYXBhbiwg44CSMTUxLTAwNzEgVG9reW8sIFNoaWJ1eWEsIEhvbm1hY2hpLCAyLWNoxY1tZeKIkjQz4oiS77yUIOODtOOCoeODvOODgeOCp-OCueODiOODvOODs-ODj-OCpuOCuSAxYSIeGhwKFgoUChIJK7C-2i7zGGARa64RtA7qeh0SAjFh
in the house,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区神宮前三丁目31番20号,090-6197-6274,,35.6725257,139.7110235,ChIJXySNr6KMGGAR5IJJwYK0Y7E
インダストリアルラウンジ,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿西1-8-2ウエストパレス205,03-3461-1989,,35.6477533,139.70825,ChIJVVXlEkGLGGAR6KEAN8zC17k
インド料理サモサ初台店,飲食,外国料理,インド料理,渋谷区本町2-4-101F,03-3377-3378,,35.6841176,139.6828422,ChIJ_91mOS_zGGARTptFDiY6Fxw
E・A・T GRILL＆BAR,飲食,外国料理,その他,渋谷区千駄ヶ谷4丁目10番4号千駄ヶ谷グリーンランドビル1階,03-6447-2218,,35.6799118,139.7063687,ElxKYXBhbiwg44CSMTUxLTAwNTEgVG9reW8sIFNoaWJ1eWEsIFNlbmRhZ2F5YSwgNC1jaMWNbWXiiJIxMOKIku-8lCDjg53jgqLjgr3jg4vjgqjmnZHlsbEgMemajiIgGh4KFgoUChIJQQs-rbiMGGAR4KkjX4Q4KSASBDHpmo4
イーツファン,飲食,居酒屋,居酒屋,渋谷区道玄坂1-7-8新井ビル3階,03-6455-1829,,35.6575155,139.6991565,Ej0z6ZqOLCAxLWNoxY1tZS03LTggRMWNZ2VuemFrYSwgU2hpYnV5YSwgVG9reW8gMTUwLTAwNDMsIEphcGFuIiAaHgoWChQKEgmv_5CxV4sYYBEG6b0qFnM_XBIEM-majg
Ui食堂,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神山町9-5ホーリーランドAmi1階,03-5738-8920,,35.6642735,139.6947869,EjlhbWkx6ZqOLCA5LTUgS2FtaXlhbWFjaMWNLCBTaGlidXlhLCBUb2t5byAxNTAtMDA0NywgSmFwYW4iIxohChYKFAoSCSsBCkusjBhgERnE8oTF7kO3EgdhbWkx6ZqO
Whisky Gibier,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区西原3-21-1 1F2号,03-3466-2640,,35.6707188,139.6818855,EjwxZjIsIDMtY2jFjW1lLTIxLTEgTmlzaGloYXJhLCBTaGlidXlhLCBUb2t5byAxNTEtMDA2NiwgSmFwYW4iHxodChYKFAoSCQ1hxuM38xhgEcJR7yAyP0FKEgMxZjI
WEPwafflefactory,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神山町25-17UpperHillscourt101,03-6416-8242,,35.6628705,139.6880166,ChIJ80w4ZlLzGGAR04ZdyvIwuac
ウエトミ×アオギリ,飲食,居酒屋,居酒屋,渋谷区上原1丁目1-21,03-5790-9990,,35.6685165,139.6876028,ChIJ_134i0vzGGARovGU-RRCRd0
ウエハラキッチン,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区上原3-1-17,03-6804-9390,,35.66798259999999,139.6816259,ChIJR_EgiUjzGGAR7n2CGvyXIgg
上原の酒場　でばちか,飲食,居酒屋,居酒屋,渋谷区上原1-35-6第16菊地ビルB102,03-6451-5547,,35.6696114,139.6818681,EllKYXBhbiwg44CSMTUxLTAwNjQgVG9reW8sIFNoaWJ1eWEsIFVlaGFyYSwgMS1jaMWNbWXiiJIzNeKIku-8liDnrKzvvJHvvJboj4rlnLDjg5Pjg6sgYjEwMiIgGh4KFgoUChIJO93uE0jzGGARMLadMc9VegwSBGIxMDI
上原の酒場　でばやし,飲食,居酒屋,居酒屋,渋谷区上原1-32-18小林ビル2階,03-6407-9782,,35.6689706,139.6802844,Ejsy6ZqOLCAxLWNoxY1tZS0zMi0xOCBVZWhhcmEsIFNoaWJ1eWEsIFRva3lvIDE1MS0wMDY0LCBKYXBhbiIgGh4KFgoUChIJpWC56EfzGGARws3V53XMj7MSBDLpmo4
UEHARA PARLOR,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区上原1-36-12内藤ビル2F,03-5761-6559,,35.6694336,139.6823383,ElFKYXBhbiwg44CSMTUxLTAwNjQgVG9reW8sIFNoaWJ1eWEsIFVlaGFyYSwgMS1jaMWNbWXiiJIzNuKIku-8ke-8kiDlhoXol6Tjg5Pjg6sgMmYiHhocChYKFAoSCbdgSUBI8xhgEfVDBV61L8UmEgIyZg
ウォータリングホール,飲食,居酒屋,ビアホール,渋谷区千駄ヶ谷5-26-5代々木シティホームズ103,03-6380-6115,,35.6838018,139.7040412,EjwxMDMsIDUtY2jFjW1lLTIyLTUgU2VuZGFnYXlhLCBTaGlidXlhLCBUb2t5byAxNTEtMDA1MSwgSmFwYW4iHxodChYKFAoSCQEA3IDGjBhgESDT6OqRAW_nEgMxMDM
魚音,飲食,日本料理,日本料理,渋谷区初台1-11-12,03-5371-5055,,35.6793864,139.6863416,ChIJ472IKzLzGGAR6w5poJWA5sE
UO-SAO,飲食,居酒屋,居酒屋,渋谷区上原1丁目17-11,03-6407-0355,,35.6692063,139.6823736,ChIJOadIQkjzGGARKVZqdGvhyUo
魚まみれ眞吉恵比寿店,飲食,居酒屋,居酒屋,渋谷区恵比寿南1-11-1松本ビル1階,03-5794-8350,,35.6455166,139.7094789,Ej8x6ZqOLCAxLWNoxY1tZS0xMS0xIEViaXN1bWluYW1pLCBTaGlidXlhLCBUb2t5byAxNTAtMDAyMiwgSmFwYW4iIBoeChYKFAoSCe12XOElixhgEWkVHbCZE0xNEgQx6ZqO
魚まみれ眞吉渋谷宮益坂店,飲食,居酒屋,居酒屋,渋谷区渋谷1-10-12宮城ビル1階,03-6418-8318,,35.66074520000001,139.7048299,EktKYXBhbiwg44CSMTUwLTAwMDIgVG9reW8sIFNoaWJ1eWEsIDEtY2jFjW1l4oiSMTDiiJLvvJHvvJIg5a6u5Z-O44OT44OrIDHpmo4iIBoeChYKFAoSCSXR0ZBYixhgEd4BJIgsAR2-EgQx6ZqO
魚まみれ眞吉神宮前本館場末店,飲食,居酒屋,居酒屋,渋谷区神宮前2-19-16,03-3401-3917,,35.6739658,139.7107036,ChIJCUW6Q72MGGARq1vslo5FWuQ
魚まみれ眞吉代々木八幡店,飲食,居酒屋,居酒屋,渋谷区富ヶ谷1-2-13高松DCビルB1F-A,03-6804-9220,https://tabelog.com/tokyo/A1318/A131810/13215752/,35.6693944,139.688884,EltKYXBhbiwg44CSMTUxLTAwNjMgVG9reW8sIFNoaWJ1eWEsIFRvbWlnYXlhLCAxLWNoxY1tZeKIkjLiiJLvvJHvvJMg6auY5p2-77yk77yj44OT44OrIGIxZixhIiEaHwoWChQKEgmL3T53S_MYYBFA4FWkVjyxRBIFYjFmLGE
魚ゆう,飲食,日本料理,日本料理,渋谷区神泉町17-16,03-3461-4460,,35.6581249,139.6918653,ChIJe45D2qqMGGARthpsLvB2UtE
鰾,飲食,日本料理,日本料理,渋谷区西原3-22-5,03-5790-9377,,35.6705415,139.6827525,ChIJdzjSJUjzGGARSpYYtAZFwh8
ウサギの上り坂,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区代々木1-54-2小林ビル2階,03-6273-5338,,35.6840675,139.7006206,ElBKYXBhbiwg44CSMTUxLTAwNTMgVG9reW8sIFNoaWJ1eWEsIFlveW9naSwgMS1jaMWNbWXiiJI1NOKIku-8kiDlsI_mnpfjg5Pjg6sgMumajiIgGh4KFgoUChIJ8-7IaM-MGGARUsN0CqM-9AsSBDLpmo4
兎屋,飲食,日本料理,日本料理,渋谷区笹塚1-10-6シーティービル1F,03-5454-9003,,35.6735209,139.6696419,ElBKYXBhbiwg44CSMTUxLTAwNzMgVG9reW8sIFNoaWJ1eWEsIFNhc2F6dWthLCAxLWNoxY1tZeKIkjEw4oiS77yWIOesueWhmuODk-ODqyAxZiIeGhwKFgoUChIJY12uwRfzGGARqij2gzFvORkSAjFm
カフェ　ウズナオムオム,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前5丁目17-8原宿XS 203,03-3499-2337,http://www.uznaomom.jp.net,35.665857,139.705356,EklIYXJhanVrdSBYcywgMjAzLCA1LWNoxY1tZS0xNy04IEppbmfFq21hZSwgU2hpYnV5YSwgVG9reW8gMTUwLTAwMDEsIEphcGFuIh8aHQoWChQKEglpBLSjpowYYBGhdXAGin1CJRIDMjAz
WOODBERRY COFFEE 渋谷店,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区東2-20-18,03-5962-7518,,35.6536448,139.7091655,ChIJYceH1kKLGGARdRUr_BiZhUQ
WOODBERRY COFFEE 代官山店,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区恵比寿南3-7-1,03-6451-0446,,35.6464163,139.702286,ChIJFzRsCUaLGGARcwuJuEibGig
うな賀,飲食,日本料理,うなぎ,渋谷区本町1丁目2-2榎本ビル2階　第3区画,090-1774-0333,,35.681281,139.6856417,ElJKYXBhbiwg44CSMTUxLTAwNzEgVG9reW8sIFNoaWJ1eWEsIEhvbm1hY2hpLCAxLWNoxY1tZeKIkjLiiJLvvJIg5qaO5pys44OT44OrIDIs56ysIiEaHwoWChQKEglZxxQCLvMYYBEDeJxBPjyuxRIFMiznrKw
うなぎ  ふじもと,飲食,日本料理,うなぎ,渋谷区千駄ヶ谷3丁目15番12号,03-3401-6551,,35.6766079,139.7070831,ChIJRb70r76MGGARtgeAxUFknlg
うなとり×宇奈とと　笹塚店,飲食,居酒屋,居酒屋,渋谷区笹塚1-57-16,080-6266-8037,https://s.tabelog.com/tokyo/A1318/A131808/13277010/party/,35.67391560000001,139.667232,ChIJgdDS2BnzGGAR48e1BkLvh4k
うにtoいくら,飲食,居酒屋,居酒屋,渋谷区円山町7-5WHARF渋谷道玄坂6階,03-5422-3913,,35.6571748,139.6955376,ChIJ6Txr8FWLGGARZym9EsXbA1k
uni-BAR,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区笹塚3-28-3後藤ビル1F,090-4845-2087,,35.6748906,139.6626174,EjoxZiwgMy1jaMWNbWUtMjgtMyBTYXNhenVrYSwgU2hpYnV5YSwgVG9reW8gMTUxLTAwNzMsIEphcGFuIh4aHAoWChQKEgkpDQwPG_MYYBHoJORADwolaxICMWY
うめ組,飲食,居酒屋,居酒屋,"渋谷区笹塚2-27-5B,sビル1F",03-6381-6633,,35.6751534,139.6662552,ChIJ2cVIhRnzGGAR3pFU1rtBOoY
ULTIMO,飲食,外国料理,イタリア料理,渋谷区西原3-24-1アムール代々木上原 104号,090-5419-9700,,35.6711294,139.6833008,ChIJewWUGADzGGARy00xSjaPjFE
urura,飲食,外国料理,フランス料理,渋谷区松濤1丁目29-2　スクエアビル 2F,03-3770-0149,,35.6600042,139.6950798,ElVKYXBhbiwg44CSMTUwLTAwNDYgVG9reW8sIFNoaWJ1eWEsIFNoxY10xY0sIDEtY2jFjW1l4oiSMjniiJLvvJIg44K544Kv44Ko44Ki44OT44OrIDJmIh4aHAoWChQKEgkrujnKq4wYYBG-31Xg0sdA0hICMmY
ouahouah,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区恵比寿西2-18-6代官山ウイング102,03-6433-7875,,35.6496071,139.7052081,ElxKYXBhbiwg44CSMTUwLTAwMjEgVG9reW8sIFNoaWJ1eWEsIEViaXN1bmlzaGksIDItY2jFjW1l4oiSMTjiiJLvvJEg5Luj5a6Y5bGx44Km44Kj44Oz44KwIDEwMiIfGh0KFgoUChIJZ0KIZ0SLGGARxudjJ2u2oisSAzEwMg
OOTONG RUM HALL,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区幡ヶ谷2-47-11田口ビル1階,03-6762-5128,,35.6792287,139.6771642,El5KYXBhbiwg44CSMTUxLTAwNzIgVG9reW8sIFNoaWJ1eWEsIEhhdGFnYXlhLCAyLWNoxY1tZeKIkjQ34oiS77yR77yRIOODqeODlOOCuea4i-iwt-acrOeUuiAx6ZqOIiAaHgoWChQKEgmByELrJPMYYBFzSFNyHm33GRIEMemajg
EIGHT COFFEE,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区恵比寿1-11-8TCビル1階,080-6621-3150,,35.6463854,139.7123745,Ejox6ZqOLCAxLWNoxY1tZS0yMC0xMSBFYmlzdSwgU2hpYnV5YSwgVG9reW8gMTUwLTAwMTMsIEphcGFuIiAaHgoWChQKEgmvcnmxaosYYBESmJUjSJvCrRIEMemajg
EXCITE LUCKY,飲食,居酒屋,ダイニング・バー,渋谷区笹塚3-31-10笹塚サンハイツ,080-5071-7498,,35.6755029,139.6622627,ChIJ2csvbBvzGGARoetzIFV2WiU
es Cafe Bar & Beauty Salon,飲食,喫茶店・カフェ,その他,渋谷区東3丁目25番6号楠ビル2F,03-6721-7680,,35.6485255,139.7100779,EjkyZiwgMy1jaMWNbWUtMjUtNiBIaWdhc2hpLCBTaGlidXlhLCBUb2t5byAxNTAtMDAxMSwgSmFwYW4iHhocChYKFAoSCblqS75BixhgEdEMHlYZ6s7WEgIyZg
エスグロッソ,飲食,外国料理,イタリア料理,渋谷区道玄坂1-11-3フォースワンビル1F,03-3464-7878,,35.657686,139.69886,ChIJF4jBtFeLGGAROrOaZvF6oAo
渋谷エクセルホテル東急　エスタシオンカフェ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区道玄坂1-12-2,03-5457-0133,,35.6581148,139.6982359,ChIJ41sVMFaLGGARMXpxDHJpOc8
Ethnic Dining TSUBAKI GARDEN,飲食,外国料理,インド料理,渋谷区東1-3-1カミニート1F 4号,050-5590-3642,,35.6575476,139.7081702,Ejc0LCAxLWNoxY1tZS0zLTEgSGlnYXNoaSwgU2hpYnV5YSwgVG9reW8gMTUwLTAwMTEsIEphcGFuIh0aGwoWChQKEgl7sSE7XIsYYBEGSDjQ07hfOhIBNA
etain cafe and bar,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区東2-15-1trias215 101,090-2335-4325,,35.6535859,139.7096464,ChIJb8qC2UKLGGAROuFv8P42cVw
エッセ,飲食,外国料理,イタリア料理,渋谷区恵比寿南2-4-19,03-6412-7130,,35.6450283,139.7074069,ChIJ65g0uUCLGGAR29k346_NUDc
N9Y　奥渋店,飲食,ステーキ・焼肉,ステーキ,渋谷区宇田川町37-11大久保ビル　1階,03-5738-8315,,35.6622376,139.6955647,Ejcx6ZqOLCAzNy0xMSBVZGFnYXdhY2jFjSwgU2hpYnV5YSwgVG9reW8gMTUwLTAwNDIsIEphcGFuIiAaHgoWChQKEgkrcPD3q4wYYBEal7r9rcsulhIEMemajg
エノテカミヤヂ,飲食,外国料理,イタリア料理,渋谷区渋谷2-2-4青山アルコーブ202,03-6427-4393,,35.6605322,139.7086596,ChIJ__8v_F6LGGAReG_7Mq3EMZQ
evergreen cafe restaurant EBISU,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区恵比寿南1-26-1,03-5724-3660,,35.6426967,139.7119374,ChIJfdkQjBWLGGAR7B5m-_IulSI
恵比寿　今市,飲食,居酒屋,居酒屋,渋谷区恵比寿西1-13-6,03-6455-1717,,35.64740080000001,139.7078411,ChIJ-1x1FkGLGGARI6A_s7TXjE0
恵比寿エスクラシコ,飲食,外国料理,イタリア料理,渋谷区恵比寿1-24-11-1Fグラッセ,03-6277-1612,https://es-classico.jp/,35.6467248,139.715292,ElZKYXBhbiwg44CSMTUwLTAwMTMgVG9reW8sIFNoaWJ1eWEsIEViaXN1LCAxLWNoxY1tZeKIkjI04oiS77yR77yRIO-8p--8su-8oe-8s--8s--8pSAxZiIeGhwKFgoUChIJCetsyBSLGGAR7aix00yoo3YSAjFm
恵比寿　牡蠣ツ端,飲食,居酒屋,居酒屋,渋谷区恵比寿南1-9-2AIビルB1F,03-6452-3414,,35.64722,139.7153418,ChIJq6q7yhSLGGARS6MW3I4MU0o
恵比寿　吉乃坐,飲食,日本料理,日本料理,渋谷区恵比寿4-24-4キエイビル1階,03-5793-5776,https://kichinoza.jp/,35.6452792,139.7158905,ElJKYXBhbiwg44CSMTUwLTAwMTMgVG9reW8sIFNoaWJ1eWEsIEViaXN1LCA0LWNoxY1tZeKIkjI04oiS77yUIOOCreOCqOOCpOODk-ODqyAx6ZqOIiAaHgoWChQKEgnXJ0yIFIsYYBFutEeW5Q29bhIEMemajg
恵比寿　黒帯,飲食,居酒屋,居酒屋,渋谷区恵比寿西1-13-6ブラッサムZEN4階,03-6277-5916,https://tabelog.com/tokyo/A1303/A130302/13153105/,35.64740080000001,139.7078411,EkF6ZW406ZqOLCAxLWNoxY1tZS0xMy02IEViaXN1bmlzaGksIFNoaWJ1eWEsIFRva3lvIDE1MC0wMDIxLCBKYXBhbiIjGiEKFgoUChIJ-1x1FkGLGGARI6A_s7TXjE0SB3plbjTpmo4
EBISU SIX,飲食,その他(バー・クラブ・スナックなど),カフェバー,渋谷区恵比寿3-3-2ニューケイクレセント2f,03-5422-9888,,35.6452664,139.7179565,ChIJ900slhOLGGARz15DWKyM5Po
恵比寿食堂　美星,飲食,居酒屋,居酒屋,渋谷区恵比寿南1-7-8ニューライフ恵比寿203,03-6712-2199,,35.6462101,139.7097661,ChIJIxy_QkCLGGARVSAOWHGKgVc
恵比寿シーシャgreen,飲食,喫茶店・カフェ,その他,渋谷区恵比寿西1-8-10EBISU高橋ビル3F,070-4792-7380,,35.64722,139.7153418,EjczZiwgMS1jaMWNbWUtMjYtMSBFYmlzdSwgU2hpYnV5YSwgVG9reW8gMTUwLTAwMTMsIEphcGFuIh4aHAoWChQKEgmrqrvKFIsYYBFLoxbcjgxTShICM2Y
エビスSTARバー,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿南1-8-9第一黄色いビル3階,050-3138-4869,,35.6460585,139.7089532,ElRKYXBhbiwg44CSMTUwLTAwMjIgVG9reW8sIFNoaWJ1eWEsIEViaXN1bWluYW1pLCAxLWNoxY1tZeKIkjjiiJLvvJkg5Lqs5Z-O44OT44OrIDPpmo4iIBoeChYKFAoSCXERlfVAixhgEUCA8qt7MjGKEgQz6ZqO
ebisu diner olive,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区東3-6-9,03-6427-7911,,35.6514585,139.7111409,ChIJN_oJc0KLGGARIS19gYXuGG8
恵比寿ダルマット,飲食,外国料理,イタリア料理,渋谷区恵比寿西2-7-8Sリトリート 1F/B1F,03-3780-9955,https://www.dal-matto.com/,35.6497528,139.7058165,ChIJdVlbe0SLGGARLD6i5EFqQ20
ebisu NUKA factory.,飲食,日本料理,小料理,渋谷区恵比寿4-10-8エビスビル102,03-5422-8362,,35.6454802,139.7146935,EkVFYmlzdSBCbGRnLiwgMTAyLCA0LWNoxY1tZS0xMC04IEViaXN1LCBTaGlidXlhLCBUb2t5byAxNTAtMDAxMywgSmFwYW4iHxodChYKFAoSCXkOLVu8ixhgEa80msTmukfrEgMxMDI
えびすのARALE,飲食,居酒屋,居酒屋,渋谷区恵比寿西1-7-15KATOHビル203,090-5325-2786,,35.6478539,139.7087687,ChIJAQDAC0GLGGARO9J-KXG8QMI
恵比寿　ハジカミ,飲食,居酒屋,居酒屋,渋谷区恵比寿西1-3-9田中ビル1階,03-6427-8755,,35.6487823,139.7083398,Em5KYXBhbiwg44CSMTUwLTAwMjEgVG9reW8sIFNoaWJ1eWEsIEViaXN1bmlzaGksIDEtY2jFjW1l4oiSM-KIku-8mSDjg57jg7zjg5bjg6vjg5Xjg63jg7Pjg4jjgqjjg5Pjgrnjg5Pjg6sgMemajiIgGh4KFgoUChIJKaJbY0GLGGARzwTROWeZruoSBDHpmo4
恵比寿橋酒場TUGI,飲食,居酒屋,居酒屋,渋谷区広尾1-12-16,03-6277-2332,,35.64814459999999,139.7153219,ChIJWcw3P2uLGGARmC9Z5PgNgDw
EBISUBASHI珊瑚,飲食,外国料理,イタリア料理,渋谷区恵比寿1-16-18,03-6450-3348,,35.64781310000001,139.7149428,ChIJEbCqO2uLGGARUbaE4Bxs6iY
恵比寿BAR  BASE,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿1-12-7三恵31ビル4階B号室,090-9821-8158,,35.6465355,139.71214,ElJKYXBhbiwg44CSMTUwLTAwMTMgVG9reW8sIFNoaWJ1eWEsIEViaXN1LCAxLWNoxY1tZeKIkjEy4oiS77yXIOS4ieaBte-8k--8keODk-ODqyA0Ih0aGwoWChQKEgn5xmGlaosYYBEfnbI1S18FpRIBNA
恵比寿BAR  BASE2,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿1-5-8初鹿野ビル2階,03-5860-2123,,35.6472167,139.7113972,EktIYWppa2FubyBCdWlsZGluZywgMumajiwgMS1jaMWNbWUtNS04IEViaXN1LCBTaGlidXlhLCBUb2t5byAxNTAtMDAxMywgSmFwYW4iIBoeChYKFAoSCaeP5CZAixhgEbMUr1EF5VoCEgQy6ZqO
恵比寿ブラッカウズ,飲食,外国料理,その他,渋谷区恵比寿西2-11-9東光ホワイトビル1Fブラッカウズ,03-3477-2914,,35.6496052,139.7069754,El5KYXBhbiwg44CSMTUwLTAwMjEgVG9reW8sIFNoaWJ1eWEsIEViaXN1bmlzaGksIDItY2jFjW1l4oiSMTHiiJLvvJkg5p2x5YWJ44Ob44Ov44Kk44OI44OT44OrIDFmIh4aHAoWChQKEgmvq_btQ4sYYBFcqhGknJgpiRICMWY
