show_name,parent_category,middle_category,child_category,address,tel,google_url
おにぎり原宿三丁目たるら,飲食,日本料理,その他,渋谷区神宮前1-21-2 1F,03-6674-0799,
表参道バル　エルヴエロ,飲食,居酒屋,居酒屋,渋谷区神宮前5-50-6サクセス青山ビル2階,03-6427-7197,
オラスイーツ,飲食,喫茶店・カフェ,パーラー,渋谷区笹塚1-60-7サンコーポビル1f,080-5512-6921,
オリエンタルテーブルアマ恵比寿店,飲食,外国料理,東南アジア料理,渋谷区恵比寿1-4-1恵比寿ア-バンハウス104,03-5420-0557,
オリエンタルテーブルアマ代々木店,飲食,外国料理,東南アジア料理,渋谷区代々木1-32-12パリス　ビル3階,03-3374-3599,
お料理Miee,飲食,日本料理,小料理,渋谷区千駄ヶ谷3-3-3エグゼクティブ原宿B1-C,03-6434-9566,
俺の炉ばた恵比寿,飲食,外国料理,イタリア料理,渋谷区恵比寿西一丁目7番12号MKTビル 2F,03-6416-3991,
音楽茶房Buddy-Buddy,飲食,その他(バー・クラブ・スナックなど),カフェバー,渋谷区本町1-58-6木下ビル　1F,03-6300-6033,
オンザヒル,飲食,外国料理,イタリア料理,渋谷区恵比寿西2-15-9代官山フラット一階,03-6455-0719,
On The Wine,飲食,外国料理,イタリア料理,渋谷区桜丘町30-9桜丘芳和ビルB1,03-6416-5673,
ONZS,飲食,外国料理,フランス料理,渋谷区猿楽町2-14プラスリノ猿楽町3F,03-6712-7041,https://onzs-shibuya.com/
ONZE,飲食,居酒屋,居酒屋,渋谷区笹塚3-19-2,080-1178-6035,
穏田珈琲,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前4-13-2,03-6434-0460,
オーガニック鮨大内,飲食,日本料理,寿司,渋谷区渋谷2丁目8-4佐野ビル1F,03-3407-3543,
Ocho Taqueria Mexican オーチョ タケリア メキシカン,飲食,外国料理,その他,渋谷区神宮前2丁目3-30 B1F第2竹上ビル,03-3470-0308,https://www.instagram.com/ocho_taqueria_mexican/
オーツー,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区幡ヶ谷2-12-17清水荘1F-A,03-4296-3960,
オー・ペシェ・グルマン,飲食,外国料理,フランス料理,渋谷区幡ヶ谷2-24-2須原屋ビル1階,03-6276-6332,http://instagram.com/aupechegourmand.hatagaya
海,飲食,居酒屋,居酒屋,渋谷区笹塚2-16-4アロービル101,03-3375-2283,
海月,飲食,日本料理,その他,渋谷区渋谷2-2-4アルコーブ青山204,03-3486-5778,
海鮮処向井,飲食,日本料理,日本料理,渋谷区神泉町15-61F,080-7652-6625,
海鮮ワイン酒房　VINDUSTRY,飲食,外国料理,イタリア料理,渋谷区神山町4-18フィルトップ神山　2F,03-6804-7034,https://m.facebook.com/vindustryshibuya/
カイトバル,飲食,外国料理,イタリア料理,渋谷区恵比寿西1-7-13スウィングビル1F,03-6416-9930,
Counter Sharing imantokoro,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区宇田川町37-15ARISTO渋谷 Le Comptoir 内,090-3662-3924,https://www.instagram.com/imantokoro/
隠れ酒場　円空,飲食,居酒屋,居酒屋,渋谷区道玄坂1-15-7アネックスサクマ201,03-6416-5290,
カジュアル日本酒バー94,飲食,居酒屋,居酒屋,渋谷区南平台町1-6,03-6416-3993,
カタネカフェ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区西原1-7-5,03-3466-9834,
カタラタス,飲食,その他(バー・クラブ・スナックなど),その他,渋谷区桜丘町16-14ドルチェ渋谷B202,03-3461-6615,
割烹季誠,飲食,日本料理,日本料理,渋谷区幡ヶ谷2-25-3アーバン幡ヶ谷1F,03-6383-3639,https://www.instagram.com/kappou.kise?igsh=cnR4azJtN2xrdHlz&utm_source=qr
かつお食堂,飲食,日本料理,その他,渋谷区鶯谷町7-12B1,03-6877-5324,
かなた,飲食,居酒屋,居酒屋,渋谷区宇田川町31-9ハナテイビル 6階,050-3467-7019,
カフェアンソロジア,飲食,その他(バー・クラブ・スナックなど),カフェバー,渋谷区富ヶ谷1-12-7田村ビル101,03-3485-7865,
Cafe1008,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前1-1-10SCC千駄ヶ谷コミュニティセンター内,080-4078-9273,
Cafe＆Bar1985,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区道玄坂2-22-6CREA道玄坂1F,03-6427-0551,
Cafe&bar The4th EBISU,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿南2-3-12je1ビル2F,03-5724-3409,
Cafe＆Bar　753～nagomi～,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区笹塚2-14-6ディアレストケイオーB1F,03-3376-5555,
カフェアンドバーニコ,飲食,その他(バー・クラブ・スナックなど),カフェバー,渋谷区千駄ヶ谷4-29-12北参道ダイヤモンドパレス106,03-6384-5957,
Cafe and Bar Margarita,飲食,その他(バー・クラブ・スナックなど),カフェバー,渋谷区幡ヶ谷2-5-4セイジョービル2F,03-6276-2217,https://www.instagram.com/takepal_margarita/?hl=ja
cafe＆Bar Rooster,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿南2-2-1込山ビルB1,03-3760-3909,http://www.ebisu-rooster.com
cafe&diningポポラーレ,飲食,外国料理,イタリア料理,渋谷区本町3-44-2カーサS1階,03-5371-3557,
Cafe tomarigi,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区大山町46番12号THEONETHIRD大山町401号室,080-4530-0707,
カフェ・ド・チャコ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区恵比寿1-33-10タキセビル1階,03-5860-2110,
カフェナイン,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区代々木5-38-6ガーリックビル1階,03-6875-0353,
cafeNABE,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区本町2-39-1eフラット1f,03-6276-8333,
cafe nook,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区代々木1-37-3岩崎ビル地下1階,03-3373-7009,https://www.facebook.com/yoyogi.cafenook
cafebar home S,飲食,その他(バー・クラブ・スナックなど),カフェバー,渋谷区恵比寿南1-7-8ニューライフ恵比寿204,03-6303-2916,
cafebar LIL,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区代々木5-67-8MAKITAKIビル3階,03-5738-8162,
カフェフラッティーザスタンダードトウキョウ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区千駄ヶ谷1-21-4かがみビル1階,03-6271-4568,
Cafe ミカエル,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区代々木5-55-5 2F「隠れのみ処諸星」内,090-8047-8480,
Cafe Midori,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前2-3-28,090-9840-1225,
カフェRaiRai,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区西原2-28-1,03-3466-5503,
カフェル・ポミエ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前5-8-2日本看護協会ビル2階,03-6427-9193,
カフェ・レストラン泥人形,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区千駄ヶ谷4-20-2民主青年会館　B1,03-3404-3646,
カフェフラッティーザスタンド,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区千駄ヶ谷3-33-6101,03-6447-0697,
株式会社ALAWA,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿4-9-1武川ビル2階,080-1166-2935,
株式会社宇治園裏参道ガーデン店,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前4-15-2裏参道ガーデン1F壱番,070-4448-0217,
株式会社nsp,飲食,居酒屋,居酒屋,渋谷区宇田川町37-14塚田ビル2階,03-6416-8806,
株式会社太陽食堂,飲食,居酒屋,居酒屋,渋谷区幡ヶ谷2-8-10リッシェル幡ヶ谷103号,03-3374-7350,
株式会社花菱,飲食,日本料理,うなぎ,渋谷区道玄坂2-16-7花菱ビル1階,03-3461-2622,
株式会社　松木家,飲食,日本料理,その他,渋谷区円山町6-8松木家ビル1階　　,03-3461-2651,
Cabotte,飲食,外国料理,フランス料理,渋谷区桜丘町12-5桜丘Kビル　地下1階,03-3462-7790,
comecafe  Osamu bar,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区鶯谷町8-10代官山トゥエルブ2 2F-A,090-6538-138,
かもん,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区上原1-35-9,080-6776-1122,
粥麺楽屋喜々,飲食,外国料理,中国料理,渋谷区神宮前2-6-6秀和外苑レジデンス,03-5474-6691,https://tabelog.com/tokyo/A1306/A130603/13020662/
唐揚げ餃子忠吉,飲食,居酒屋,居酒屋,渋谷区本町3丁目8番10号,03-6276-7779,
カラオケスナックМ,飲食,その他(バー・クラブ・スナックなど),スナック・パブ・キャバレー,渋谷区神山町9-14白樺ビル103,070-4531-0717,
Carasawagi Bar,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区笹塚1-57-10笹塚駅前ビル2F,03-5388-9785,https://r.gnavi.co.jp/8grmdk8y0000/?sc_lid=smp_top_01
CALLASTOKYO,飲食,その他(バー・クラブ・スナックなど),カフェバー,渋谷区富ヶ谷2-45-21,070-8354-8282,
辛トォンデジ,飲食,外国料理,韓国料理,渋谷区道玄坂1-20-12MT道玄坂ビル1F,03-3464-6653,
カリヒオ,飲食,外国料理,インド料理,渋谷区幡ヶ谷2-48-7細谷荘1F,03-5371-0125,
カリビアンレストランサニーカフェ,飲食,外国料理,その他,渋谷区広尾1-6-6第一三輪ビル102,03-6456-2217,
CARIMELLO,飲食,外国料理,その他,渋谷区富ヶ谷1-8-7飯島ビル1階,03-5453-8518,
CURRY&SPICE 青い鳥,飲食,外国料理,その他,渋谷区幡ヶ谷2丁目47-12ハウス満盛 2F,03-6276-0082,
かわど,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区恵比寿1-8-14大黒ビル1F 恵比寿ストア内 かわど,090-2036-4639,
韓国家庭料理アシア,飲食,外国料理,韓国料理,渋谷区代々木4-5-1ダイヤビル109,03-5371-2005,
韓国語で話せBAR,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区猿楽町2-14プラスリノ猿楽町4階,090-1976-1000,
韓国食堂トォンデジ,飲食,外国料理,韓国料理,渋谷区桜丘町16番地7鈴木ビル1F,03-3770-2939,
韓国料理らーたん,飲食,外国料理,韓国料理,渋谷区笹塚1-58-13フィエスタ笹塚3F,03-5304-4884,
CANTINA REGALO,飲食,外国料理,イタリア料理,渋谷区代々木4-6-2宍戸ビルB1F,03-6383-3384,
カンパイ!BUTTON,飲食,その他(バー・クラブ・スナックなど),カフェバー,渋谷区笹塚1-57-10笹塚駅前ビル2F WAIGAYA内,03-6680-7371,https://instagram.com/canpai_button?igshid=YmMyMTA2M2Y
カーサベッラ,飲食,外国料理,イタリア料理,渋谷区神宮前2-3-30第二竹上ビルB1,03-6804-1495,http://www.hostariacasabella.com/
カーニャパッソ,飲食,居酒屋,ダイニング・バー,渋谷区代々木1-32-9吉川代々木ビルB1F,070-1537-7237,
コズミックダイニング・GAILA,飲食,外国料理,無国籍料理,渋谷区初台1-36-1,03-5388-8437,
GatemoTabum　ガテモタブン,飲食,外国料理,その他,渋谷区上原1-22-5,03-3466-9590,https://www.gatemotabum.com/
GATO,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区本町6-38-3松島ビル1階,080-3272-3820,
がらり千駄ヶ谷店,飲食,居酒屋,居酒屋,渋谷区千駄ヶ谷2-6-4がらり千駄ヶ谷店,03-5786-1820,
元祖うな鐡,飲食,日本料理,うなぎ,渋谷区道玄坂道玄坂2-8-8コスモ渋谷館1階,03-3461-9024,http://www.unatetsu.com
元祖シュウマイ酒場　野田焼売店,飲食,居酒屋,居酒屋,渋谷区千駄ヶ谷5-18-1,050-5456-1908,
樹安亭,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区千駄ヶ谷5-21-2松友ビル　1F,090-4919-0173,
キガルニワショク弾,飲食,居酒屋,居酒屋,渋谷区上原1-33-12ちとせビル202,03-6804-8935,
きくちや,飲食,居酒屋,居酒屋,渋谷区西原3丁目23-62Fプラド,080-9050-9058,
BAR KIZUKI,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区渋谷1丁目8番地5号グローリア宮益坂10階,03-6434-1309,
KITASANDO COFFEE,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区千駄ヶ谷4丁目12-8SSUビル1F,070-9154-5483,
きたぽん酒,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区広尾1-10-5日興パレス広尾プラザ103,03-6882-4800,
喫茶おおいずみ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区笹塚3-19-5大泉商店ビル1F,03-3377-5996,
喫茶室 とし,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区恵比寿西1丁目8-2ウエストパレスビル1階,090-8596-6592,
喫茶SMiLE 喫茶スマイル,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区宇田川町11-11柳光ビル本館3F,080-5546-9657,http://www.udagawasmile.com
喫茶ダンボ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区初台1-39-10,03-3379-6799,
喫茶と酒場　代官山ジャンプ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区代官山町13-4セレサ代官山2階,03-6455-1815,
喫茶バー　ナイマ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区上原3-2-2,03-5453-0169,
kitchen&bar MORIS,飲食,居酒屋,ダイニング・バー,渋谷区東2-20-16estマニヴィアB1F,03-6451-1683,http://www.morismoris.com/
キッチンかねじょう,飲食,外国料理,その他,渋谷区幡ヶ谷2-47-1本田ビル1階,03-6276-1514,
キッチンカーAZITO,飲食,その他(バー・クラブ・スナックなど),その他,渋谷区神宮前2丁目31-8,090-7758-8964,
キッチンシロップ,飲食,喫茶店・カフェ,その他,渋谷区幡ヶ谷1-32-15笹峰ぎゃらりー1階,070-1596-0632,
kitchen GCH,飲食,その他(バー・クラブ・スナックなど),その他,渋谷区笹塚3-19-4平野ビル1F,03-5843-5343,
キッチン髙野,飲食,外国料理,中国料理,渋谷区本町4-43-1,090-8808-2772,
キッチン屯,飲食,居酒屋,居酒屋,渋谷区広尾5-19-3マチダビル一階,090-2871-6552,
キッチンハセガワ,飲食,外国料理,その他,渋谷区円山町22-16,03-6416-1081,https://kitchen-hasegawa.com/
キッチンふるはし,飲食,ステーキ・焼肉,その他,渋谷区広尾5-18-2,03-3444-3733,
キッチンわたりがらす,飲食,外国料理,無国籍料理,渋谷区東3-24-14エクセルハイム恵比寿1階,03-3797-1515,
紀風,飲食,日本料理,日本料理,渋谷区恵比寿ターレル恵比寿1階,03-5422-7792,https://www.ebisu-kihuu.com/
きまぐれクミコ,飲食,その他(バー・クラブ・スナックなど),カフェバー,渋谷区道玄坂2-20-26藤和エクシール道玄坂B1-5,03-6427-0838,
気まぐれダイニングBAR PONすけ,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区幡ヶ谷2-20-6第10岩田ビル,03-3374-6460,
キミドリ.,飲食,居酒屋,その他,渋谷区渋谷3丁目12番24号小池ビル1F小池ビル,03-5468-3289,
木本商店,飲食,居酒屋,居酒屋,渋谷区幡ヶ谷3-8-7,03-5351-0848,
CAMELBACK RICH VALLEY,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区富ヶ谷1-9-23服部ビル102,03-6407-9969,
CAMELOT,飲食,その他(バー・クラブ・スナックなど),クラブ,渋谷区神南1丁目18番2号フレーム神南坂B1～B3,03-5728-5613,
キュマン,飲食,外国料理,無国籍料理,渋谷区代々木4-11-16,090-6182-2135,
京料理　阿うん,飲食,日本料理,日本料理,渋谷区富ヶ谷 1-33-6代々木パークサイドB1,050-3628-6763,https://www.tablecheck.com/ja/shops/aun/reserve
㐂宵,飲食,居酒屋,居酒屋,渋谷区宇田川町36-16プラザマリーナビル103,03-6427-0748,https://www.instagram.com/777.sake/
清武,飲食,居酒屋,居酒屋,渋谷区松濤1-29-2松涛スクエアビル地下1階,03-6455-0064,
金ちゃん渋谷2号店,飲食,外国料理,韓国料理,渋谷区宇田川町28-15サンマルジェビル5階,03-3461-6655,
金ちゃん渋谷本店,飲食,外国料理,韓国料理,渋谷区宇田川町30-5渋谷JOWビル9階,03-6455-3838,
有限会社きんはる,飲食,居酒屋,居酒屋,渋谷区上原1丁目34番7号和田ビル1階,03-3469-1410,
ぎっちょん,飲食,居酒屋,ダイニング・バー,渋谷区神宮前2-22-1長谷川ビル1F,03-3402-3164,
ギャラリーコンシールシブヤ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区道玄坂1-11-3富士商事ビル4F,03-3463-0720,
Gallery Bar 余白,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区本町2-1-7フォレスト初台102,03-5843-5392,
ギャラリー雪月花タイ料理サムロー神泉,飲食,外国料理,東南アジア料理,渋谷区神泉町14-13ギャラリー雪月花ゆづか　SaamRoa,090-7833-3710,
牛タンいろ葉別邸,飲食,居酒屋,居酒屋,渋谷区千駄ヶ谷5-20-10ほぼ新宿のれん街,03-3354-3130,
牛丸,飲食,ステーキ・焼肉,焼肉,渋谷区宇田川町30-5渋谷JOWビル 8階,03-6712-7871,
QUEEN MAJESTEA,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区幡ヶ谷3-16-7Repia-M102,090-3109-0474,
空雅,飲食,ステーキ・焼肉,焼肉,渋谷区恵比寿1-6-7animoebisu 3F,03-6450-3885,
九月堂,飲食,外国料理,中国料理,渋谷区神南1-15-12佐藤ビル2階,03-6327-4056,https://www.kugatsudo.net/
KUKUTANA,飲食,その他(バー・クラブ・スナックなど),その他,渋谷区桜丘町23番17号シティコート桜丘408,070-8435-5540,
